# y, y+, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33, u_1, u_2, u_3
2.322517167820680947e-02 1.164440708413101078e+01 5.565870039777906619e+00 1.442488350960524912e-01 0.000000000000000000e+00 4.673744744256255190e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.249011558258466437e+00 -5.326115549314783815e-01 0.000000000000000000e+00 -5.326115549314783815e-01 2.098629912987131918e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.672865529998633027e+00 9.246001505262148257e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.598742515601503919e-02 1.302931843853608029e+01 5.808769836770037998e+00 1.405887362453314138e-01 0.000000000000000000e+00 4.042290353383851120e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.554038138786610901e+00 -5.957551401429170834e-01 0.000000000000000000e+00 -5.957551401429170834e-01 2.601683951344023193e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.803333139619063052e+00 9.848371532500470593e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.890472437944613046e-02 1.449196509684803935e+01 5.974893275312794572e+00 1.360852123263752989e-01 0.000000000000000000e+00 3.480558149725994088e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.711187971190838653e+00 -6.519270182323786411e-01 0.000000000000000000e+00 -6.519270182323786411e-01 3.148591066190539745e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.923739472815698903e+00 1.039729435419545034e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.197660496554977083e-02 1.603211423133192071e+01 6.076979442002397036e+00 1.308603495219743951e-01 0.000000000000000000e+00 2.990720821872596136e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.747802378500649567e+00 -7.009099669288023637e-01 0.000000000000000000e+00 -7.009099669288023637e-01 3.729595072865020122e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.033196998217641216e+00 1.089440230263310028e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.520257792472925029e-02 1.764952067721550932e+01 6.127910561243094634e+00 1.251025985310215138e-01 0.000000000000000000e+00 2.569787213674191162e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.691153799645418232e+00 -7.430030168976707872e-01 0.000000000000000000e+00 -7.430030168976707872e-01 4.333968302884810830e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.131270492552288953e+00 1.134291848801561997e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.858212973858087674e-02 1.934392697171572095e+01 6.139518260257123217e+00 1.190008181978911006e-01 0.000000000000000000e+00 2.211761983158259115e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.566008848786646368e+00 -7.788054577882941309e-01 0.000000000000000000e+00 -7.788054577882941309e-01 4.950750332522060870e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.217952638475392924e+00 1.174694538680886069e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.211472244163649847e-02 2.111506339502187046e+01 6.122039151457327577e+00 1.127192175006433011e-01 0.000000000000000000e+00 1.909300077569761889e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.393544631092568764e+00 -8.090513974238715544e-01 0.000000000000000000e+00 -8.090513974238715544e-01 5.569401021616253722e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.293593569660460130e+00 1.211093691495062963e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.579979370699804875e-02 2.296264801323023974e+01 6.083970548932647660e+00 1.063938438038067036e-01 0.000000000000000000e+00 1.654818460556632953e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.191102593700959389e+00 -8.344988269539366232e-01 0.000000000000000000e+00 -8.344988269539366232e-01 6.180307043089737773e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.358807799855362042e+00 1.243934391653965932e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.963675693585101190e-02 2.488638672322349876e+01 6.032145659104381608e+00 1.001356799776555034e-01 0.000000000000000000e+00 1.441154771572389914e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.972400217406770295e+00 -8.558640552471475926e-01 0.000000000000000000e+00 -8.558640552471475926e-01 6.775120912463431511e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.414379009555651212e+00 1.273640036140882081e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.362500135083959202e-02 2.688597329948619929e+01 5.971912004247233341e+00 9.403460600421498228e-02 0.000000000000000000e+00 1.261889775912480027e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.747957233708977043e+00 -8.737893468645178130e-01 0.000000000000000000e+00 -8.737893468645178130e-01 7.346940608060585909e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.461172713979431936e+00 1.300601178385758061e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.776389209329269026e-02 2.896108944285096953e+01 5.907348672478967444e+00 8.816144936988912217e-02 0.000000000000000000e+00 1.111447355358926026e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.525595572420405333e+00 -8.888322926242582245e-01 0.000000000000000000e+00 -8.888322926242582245e-01 7.890353354820945908e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500066437055433965e+00 1.325171004817432951e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.205277032428169193e-02 3.111140483116587063e+01 5.841485894015358227e+00 8.256865649747269220e-02 0.000000000000000000e+00 9.850736936228224327e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.310931445060992573e+00 -9.014675242384968534e-01 0.000000000000000000e+00 -9.014675242384968534e-01 8.401375021065755622e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.531902840863148985e+00 1.347664706387618949e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.649095332949628290e-02 3.333657717187602287e+01 5.776504997473171699e+00 7.729142332747360178e-02 0.000000000000000000e+00 8.787588572216048499e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.107819099030844967e+00 -9.120953686939077265e-01 0.000000000000000000e+00 -9.120953686939077265e-01 8.877322657688064833e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.557458630146692169e+00 1.368360962906150036e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.107773462792077446e-02 3.563625225651063744e+01 5.713913386446592746e+00 7.234944103682028338e-02 0.000000000000000000e+00 7.891400329509525025e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.918729305723370082e+00 -9.210524626581909624e-01 0.000000000000000000e+00 -9.210524626581909624e-01 9.316658387067054958e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.577431628463109803e+00 1.387504416406176944e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.581238408429336051e-02 3.801006401706675319e+01 5.654691277933752147e+00 6.774945536408424895e-02 0.000000000000000000e+00 7.134092445316481124e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.745059463564892610e+00 -9.286203809925326347e-01 0.000000000000000000e+00 -9.286203809925326347e-01 9.718823945121792818e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.592440697790431070e+00 1.405308594402396061e+01 0.000000000000000000e+00 0.000000000000000000e+00
8.069414802533059206e-02 4.045763458428066883e+01 5.599414175718717246e+00 6.348829871435485162e-02 0.000000000000000000e+00 6.492246051552273689e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.587391750684481906e+00 -9.350335397670201942e-01 0.000000000000000000e+00 -9.350335397670201942e-01 1.008407089618480912e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.603029511134472784e+00 1.421958948935126088e+01 0.000000000000000000e+00 0.000000000000000000e+00
8.572224935969940951e-02 4.297857434777839813e+01 5.548359796768108865e+00 5.955471304674248706e-02 0.000000000000000000e+00 5.946319523065456830e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.445710930227802393e+00 -9.404871990656841207e-01 0.000000000000000000e+00 -9.404871990656841207e-01 1.041329773809783088e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.609678889498634025e+00 1.437615735583344012e+01 0.000000000000000000e+00 0.000000000000000000e+00
9.089588770171652676e-02 4.557248201809480292e+01 5.501589849583844227e+00 5.593178545345964259e-02 0.000000000000000000e+00 5.479985704477630809e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.319573453064334601e+00 -9.451443161949742988e-01 0.000000000000000000e+00 -9.451443161949742988e-01 1.070790341153623926e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.612815904949728818e+00 1.452416665867652057e+01 0.000000000000000000e+00 0.000000000000000000e+00
9.621423949875518300e-02 4.823894469055152712e+01 5.459010914703985584e+00 5.259934607879981211e-02 0.000000000000000000e+00 5.079643940253863316e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.208238353374706975e+00 -9.491411658716368827e-01 0.000000000000000000e+00 -9.491411658716368827e-01 1.096966034331886997e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.612817441701377863e+00 1.466479356533201006e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.016764581623409019e-01 5.097753791098458009e+01 5.420424402244126583e+00 4.953618202384402203e-02 0.000000000000000000e+00 4.734027285967926102e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.110769206560592082e+00 -9.525906711034100027e-01 0.000000000000000000e+00 -9.525906711034100027e-01 1.120060068187564095e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.610019529740096100e+00 1.479903763556037077e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.072816742029135961e-01 5.378782574330978150e+01 5.385570683339778952e+00 4.672015582255536342e-02 0.000000000000000000e+00 4.433789965755362272e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.026117440686712179e+00 -9.555863097021030095e-01 0.000000000000000000e+00 -9.555863097021030095e-01 1.140291513229430898e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.604732412763413940e+00 1.492774418348503929e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.130289953682342974e-01 5.666936083891619091e+01 5.354156929818117305e+00 4.412952360600540247e-02 0.000000000000000000e+00 4.171241490274797681e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.953183516254805241e+00 -9.582049685576083942e-01 0.000000000000000000e+00 -9.582049685576083942e-01 1.157886866537430892e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.597243476843996923e+00 1.505162476434040997e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.189175067854170986e-01 5.962168450787621765e+01 5.325878326142863273e+00 4.174360804061177238e-02 0.000000000000000000e+00 3.940062796031561232e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.890865780328947920e+00 -9.605097637797787025e-01 0.000000000000000000e+00 -9.605097637797787025e-01 1.173073486728354986e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.587817385228424083e+00 1.517127684307802049e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.249462711065602027e-01 6.264432679196094256e+01 5.300430894049980246e+00 3.954326550108080290e-02 0.000000000000000000e+00 3.735065079586572662e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.838091220816330029e+00 -9.625529778092409838e-01 0.000000000000000000e+00 -9.625529778092409838e-01 1.186075167371942962e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.576695399911686835e+00 1.528720047514505076e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.311143286579556921e-01 6.573680653944940389e+01 5.277520683031787563e+00 3.751108988021918667e-02 0.000000000000000000e+00 3.552012334418146178e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.793833091548144409e+00 -9.643771869551400755e-01 0.000000000000000000e+00 -9.643771869551400755e-01 1.197108034922576003e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.564100239592855157e+00 1.539981382478507044e+01 0.000000000000000000e+00 0.000000000000000000e+00
